datetime,o3,temp,rs
2017-04-21 01:00:00,735.46875,19.775,9.388698816233778e-05
2017-04-21 01:30:00,732.1587301587301,19.841269841269842,9.496854958317869e-05
2017-04-21 02:00:00,733.96875,19.801562499999978,9.444741743752797e-05
2017-04-21 02:30:00,738.1269841269841,19.766666666666655,9.346375968758582e-05
2017-04-21 03:00:00,734.2539682539683,19.831746031746036,9.470639424602481e-05
2017-04-21 03:30:00,735.0,19.935937500000005,9.421751707595914e-05
2017-04-21 04:00:00,741.4285714285714,19.900000000000006,9.275892502176744e-05
2017-04-21 04:30:00,758.21875,19.901562500000004,8.843292874455462e-05
2017-04-21 05:00:00,734.6666666666666,19.901587301587302,9.420222099497993e-05
2017-04-21 05:30:00,736.2222222222222,19.834920634920607,9.394380743409977e-05
2017-04-21 06:00:00,747.8125,19.85000000000001,9.10666935855948e-05
2017-04-21 06:30:00,736.1904761904761,19.976190476190474,9.39730605921645e-05
2017-04-21 07:00:00,734.25,20.354687499999986,9.427836431806415e-05
2017-04-21 07:30:00,728.2539682539683,21.261904761904756,9.604116955089565e-05
2017-04-21 08:00:00,704.625,22.671874999999993,0.00010255853133660266
2017-04-21 08:30:00,692.1587301587301,24.387301587301593,0.00010654874354941709
2017-04-21 09:00:00,667.3650793650794,26.55714285714286,0.00011477199819722077
2017-04-21 09:30:00,643.90625,29.476562500000004,0.0001235474385214344
2017-04-21 10:00:00,609.5555555555555,32.55238095238095,0.0001382413082522787
2017-04-21 10:30:00,566.6875,36.5375,0.00016130192681457624
2017-04-21 11:00:00,518.5714285714286,39.69047619047619,0.00019208498398376158
2017-04-21 11:30:00,534.031746031746,40.226984126984135,0.00018177200525368488
2017-04-21 12:00:00,507.78125,41.88593750000003,0.00020110590333386526
2017-04-21 12:30:00,475.7142857142857,43.54444444444444,0.00023145995266773218
2017-04-21 13:00:00,424.3809523809524,47.72222222222222,0.00029303117304928933
2017-04-21 13:30:00,424.71875,50.30156250000001,0.0002941930930673157
2017-04-21 14:00:00,391.58730158730157,54.7984126984127,0.00035029271728092567
2017-04-21 14:30:00,392.3125,55.16562499999999,0.00035000069771661956
2017-04-21 15:00:00,407.4920634920635,51.43968253968252,0.00032428223832922605
2017-04-21 15:30:00,549.5238095238095,39.51904761904762,0.0001703255560273571
2017-04-21 16:00:00,542.4375,40.003125,0.00017440604377861132
2017-04-21 16:30:00,538.5396825396825,39.47460317460318,0.0001772680240327001
2017-04-21 17:00:00,532.6875,39.3,0.00018045669601921216
2017-04-21 17:30:00,550.5714285714286,37.588888888888874,0.0001692923403397588
2017-04-21 18:00:00,609.3333333333334,34.06825396825397,0.00013749629602554557
2017-04-21 18:30:00,620.75,30.446875,0.00013212434905683211
2017-04-21 19:00:00,656.8253968253969,26.441269841269843,0.00011787845472305309
2017-04-21 19:30:00,694.375,24.195312499999996,0.00010541272259763793
2017-04-21 20:00:00,703.3333333333334,23.207936507936502,0.00010251504599740143
2017-04-21 20:30:00,723.3015873015873,22.693650793650807,9.696645058507024e-05
2017-04-21 21:00:00,711.96875,22.30156250000002,0.00010003775378590532
2017-04-21 21:30:00,706.2222222222222,22.97777777777778,0.00010173752604073618
2017-04-21 22:00:00,711.46875,23.17812500000001,0.00010016678642716574
2017-04-21 22:30:00,712.8888888888889,22.884126984126976,9.97069464812839e-05
2017-04-21 23:00:00,713.015873015873,23.209523809523812,9.95995555991175e-05
2017-04-21 23:30:00,706.65625,23.321874999999984,0.00010157811712634078
2017-04-22 00:00:00,719.1746031746031,22.592063492063513,9.804997363880959e-05
2017-04-22 00:30:00,718.21875,22.129687500000024,9.832644022001149e-05
2017-04-22 01:00:00,725.2063492063492,21.61269841269841,9.646448800184651e-05
2017-04-22 01:30:00,731.59375,21.543749999999978,9.466307003335872e-05
2017-04-22 02:00:00,718.3174603174604,21.73333333333335,9.812793377561787e-05
2017-04-22 02:30:00,719.4603174603175,22.111111111111125,9.799664517262534e-05
2017-04-22 03:00:00,713.71875,22.218750000000004,9.950459001822684e-05
2017-04-22 03:30:00,726.7301587301587,22.33015873015874,9.569754366870405e-05
2017-04-22 04:00:00,705.40625,22.401562500000008,0.00010183811230483481
2017-04-22 04:30:00,708.7301587301587,22.226984126984156,0.00010082864629632388
2017-04-22 05:00:00,722.063492063492,22.296825396825373,9.724164263962869e-05
2017-04-22 05:30:00,723.71875,22.270312499999996,9.666711032499151e-05
2017-04-22 06:00:00,705.4920634920635,22.306349206349193,0.000101792165497011
2017-04-22 06:30:00,716.375,22.40156249999999,9.876874643755307e-05
2017-04-22 07:00:00,704.063492063492,22.247619047619065,0.00010208596536980407
2017-04-22 07:30:00,709.1428571428571,22.89206349206348,0.0001007061052719157
2017-04-22 08:00:00,700.96875,24.2,0.0001033113903946526
2017-04-22 08:30:00,639.047619047619,28.385714285714286,0.0001242166067709386
2017-04-22 09:00:00,598.5,34.60312499999999,0.00014353947908362025
2017-04-22 09:30:00,486.8888888888889,46.414285714285704,0.000222567913643282
2017-04-22 10:00:00,420.1904761904762,53.05238095238097,0.0002967104848602714
2017-04-22 10:30:00,432.875,49.540625,0.00027687435508967715
2017-04-22 11:00:00,398.44444444444446,50.966666666666676,0.0003253670019977213
2017-04-22 11:30:00,406.9375,50.52187500000001,0.0003167541610588357
2017-04-22 12:00:00,427.55555555555554,48.72380952380952,0.0002873897864099815
2017-04-22 12:30:00,386.57142857142856,52.804761904761904,0.0003522552048212997
2017-04-22 13:00:00,422.96875,50.245312500000004,0.0002940750841871523
2017-04-22 13:30:00,493.6507936507937,44.04761904761905,0.00021217703610189884
2017-04-22 14:00:00,502.28125,42.6671875,0.0002040840536796895
2017-04-22 14:30:00,471.55555555555554,46.725396825396835,0.00023709978009750068
2017-04-22 15:00:00,494.2857142857143,44.77301587301587,0.00021370953758844804
2017-04-22 15:30:00,542.1875,39.27812500000001,0.00017439136247120895
2017-04-22 16:00:00,599.3333333333334,34.1984126984127,0.00014166807590218337
2017-04-22 16:30:00,587.2698412698413,33.45555555555554,0.0001478984918427337
2017-04-22 17:00:00,551.0625,37.823437500000004,0.00016979377064632614
2017-04-22 17:30:00,527.6825396825396,39.09999999999999,0.00018633702441430013
2017-04-22 18:00:00,614.5625,31.667187500000004,0.00013477957447835764
2017-04-22 18:30:00,653.7777777777778,27.62857142857143,0.00011868833936106095
2017-04-22 19:00:00,693.5873015873016,25.096825396825395,0.00010565603665035866
2017-04-22 19:30:00,707.625,23.657812500000006,0.0001011487273888652
2017-04-22 20:00:00,704.6984126984127,22.798412698412683,0.00010222556913274373
2017-04-22 20:30:00,702.0,22.45625000000001,0.00010286894966802872
2017-04-22 21:00:00,711.5873015873016,22.10476190476191,0.00010001810209391622
2017-04-22 21:30:00,721.78125,21.75156249999998,9.722596535205881e-05
2017-04-22 22:00:00,716.6984126984127,21.477777777777778,9.868947902488526e-05
2017-04-22 22:30:00,725.5555555555555,21.284126984126992,9.62216668336912e-05
2017-04-22 23:00:00,728.5625,21.137499999999996,9.532930803493092e-05
2017-04-22 23:30:00,725.3650793650794,21.219047619047604,9.637570996628484e-05
2017-04-23 00:00:00,728.9375,21.220312500000027,9.551371011924493e-05
2017-04-23 00:30:00,739.2380952380952,21.04603174603175,9.251356179710086e-05
2017-04-23 01:00:00,718.6984126984127,21.16984126984129,9.79850605877911e-05
2017-04-23 01:30:00,718.375,21.249999999999986,9.823117829847999e-05
2017-04-23 02:00:00,728.2857142857143,20.850793650793637,9.56954900459291e-05
2017-04-23 02:30:00,721.375,20.49843750000001,9.730001453176995e-05
2017-04-23 03:00:00,724.6031746031746,20.323809523809526,9.638730132974775e-05
2017-04-23 03:30:00,726.984126984127,20.657142857142862,9.582289736003897e-05
2017-04-23 04:00:00,733.65625,20.72499999999999,9.42201291205673e-05
2017-04-23 04:30:00,718.8253968253969,20.282539682539664,9.790694662229161e-05
2017-04-23 05:00:00,738.53125,19.892187499999977,9.290330945136903e-05
2017-04-23 05:30:00,725.8095238095239,19.747619047619054,9.604820839629276e-05
2017-04-23 06:00:00,731.047619047619,19.646031746031742,9.479492850848259e-05
2017-04-23 06:30:00,741.46875,19.60312500000001,9.221419209714606e-05
2017-04-23 07:00:00,730.2539682539683,20.461904761904773,9.505683745821912e-05
2017-04-23 07:30:00,717.5,21.721875,9.839997886935946e-05
2017-04-23 08:00:00,694.5079365079365,23.547619047619047,0.0001050506800398658
2017-04-23 08:30:00,679.3333333333334,26.396825396825406,0.0001098408899230539
2017-04-23 09:00:00,613.59375,36.70781250000001,0.00013776483084299815
2017-04-23 09:30:00,496.7936507936508,47.353968253968254,0.00020944678696744473
2017-04-23 10:00:00,427.375,51.58593750000002,0.0002875870469249508
2017-04-23 10:30:00,406.8253968253968,53.50158730158729,0.0003192850061433479
2017-04-23 11:00:00,398.6984126984127,51.76666666666666,0.0003298829554255577
2017-04-23 11:30:00,386.6875,52.807812500000004,0.0003522832283184618
2017-04-23 12:00:00,367.6507936507937,52.690476190476204,0.00038833828207139663
2017-04-23 12:30:00,429.75,50.156249999999986,0.0002876083817256252
2017-04-23 13:00:00,414.7936507936508,51.32857142857143,0.00030072721883004066
2017-04-23 13:30:00,490.6984126984127,44.063492063492056,0.00021479163555904353
2017-04-23 14:00:00,441.75,49.34531249999999,0.00026770945522251304
2017-04-23 14:30:00,465.8412698412698,45.80793650793651,0.00023870989445725258
2017-04-23 15:00:00,532.5,40.0359375,0.00018123163301711172
2017-04-23 15:30:00,581.4285714285714,35.531746031746025,0.0001517919046243531
2017-04-23 16:00:00,576.8253968253969,34.91269841269842,0.00015355059869280954
2017-04-23 16:30:00,586.4375,35.414062499999986,0.00014869158246817035
2017-04-23 17:00:00,558.1587301587301,36.56349206349206,0.0001642996288170412
2017-04-23 17:30:00,559.0,35.96562500000001,0.0001644407762404621
2017-04-23 18:00:00,622.2222222222222,31.72698412698413,0.00013146543018851284
2017-04-23 18:30:00,644.8571428571429,28.233333333333334,0.00012220356003276464
2017-04-23 19:00:00,678.6875,25.693750000000016,0.00011006520149903222
2017-04-23 19:30:00,691.4285714285714,24.9015873015873,0.00010618660437931189
2017-04-23 20:00:00,685.53125,24.399999999999984,0.00010785510421028574
2017-04-23 20:30:00,697.5555555555555,23.974603174603196,0.0001042434779219788
2017-04-23 21:00:00,696.7936507936508,24.023809523809533,0.00010451499085288583
2017-04-23 21:30:00,697.125,23.881250000000005,0.00010443380368638991
2017-04-23 22:00:00,694.2857142857143,23.601587301587326,0.00010526313321608839
2017-04-23 22:30:00,704.125,23.014062500000012,0.00010226924976282
2017-04-23 23:00:00,718.1587301587301,22.42222222222223,9.840463421402661e-05
2017-04-23 23:30:00,715.5555555555555,22.560317460317464,9.915508847512934e-05
2017-04-24 00:00:00,700.0,23.214062500000022,0.00010344677886440137
2017-04-24 00:30:00,702.6984126984127,23.33015873015873,0.0001025794584045646
2017-04-24 01:00:00,696.90625,23.370312500000004,0.00010438787208865168
2017-04-24 01:30:00,709.3650793650794,21.753968253968257,0.00010077077507790855
2017-04-24 02:00:00,726.2539682539683,21.161904761904765,9.612401937725126e-05
2017-04-24 02:30:00,711.40625,21.045312500000023,9.98937201765348e-05
2017-04-24 03:00:00,720.8888888888889,21.020634920634905,9.769606745103062e-05
2017-04-24 03:30:00,731.9375,20.989062500000014,9.44282959779745e-05
2017-04-24 04:00:00,730.952380952381,20.996825396825397,9.495219221490938e-05
2017-04-24 04:30:00,722.984126984127,20.839682539682517,9.689563681463794e-05
2017-04-24 05:00:00,723.21875,20.817187499999974,9.674542200772263e-05
2017-04-24 05:30:00,724.2857142857143,20.788888888888877,9.670872466310044e-05
2017-04-24 06:00:00,727.59375,20.717187500000005,9.578701438501766e-05
2017-04-24 06:30:00,723.1111111111111,20.73809523809523,9.699610079483871e-05
2017-04-24 07:00:00,716.2857142857143,21.14603174603176,9.87143587862671e-05
2017-04-24 07:30:00,709.96875,22.2625,0.00010046778247076276
2017-04-24 08:00:00,686.5396825396825,24.126984126984123,0.00010750129438236759
2017-04-24 08:30:00,653.5,27.571875,0.00011932926363363894
2017-04-24 09:00:00,623.1746031746031,30.250793650793653,0.00013099325672277952
2017-04-24 09:30:00,598.7936507936508,34.12539682539682,0.000142160787968956
2017-04-24 10:00:00,560.96875,37.7359375,0.00016259161421194743
2017-04-24 10:30:00,508.63492063492066,41.56825396825398,0.00019898649764066274
2017-04-24 11:00:00,472.28125,43.662499999999994,0.0002304822006398364
2017-04-24 11:30:00,472.0952380952381,44.76190476190474,0.00023193773637398638
2017-04-24 12:00:00,495.6507936507937,44.84761904761903,0.0002090345164875281
2017-04-24 12:30:00,459.4375,46.35937499999999,0.00024479070657666403
2017-04-24 13:00:00,436.57142857142856,48.976190476190446,0.0002720525247997834
2017-04-24 13:30:00,428.15625,50.20468750000001,0.0002825838154854388
2017-04-24 14:00:00,442.53968253968253,49.39841269841269,0.00026403905872103507
2017-04-24 14:30:00,459.7142857142857,45.83968253968254,0.0002450281949253941
2017-04-24 15:00:00,479.46875,45.79374999999999,0.00022357150864193385
2017-04-24 15:30:00,489.8412698412698,42.85079365079366,0.0002150720469583977
2017-04-24 16:00:00,522.90625,40.69375000000001,0.00018763821756432065
2017-04-24 16:30:00,518.3492063492064,41.371428571428574,0.0001906738366896168
2017-04-24 17:00:00,543.0,39.9,0.00017296793163932702
